PassageID,LineNum,PartA,PartB,PartC,PartD,CorrectAnswer,Explanation
Story_91_FishingTrip,8,I have,one',I,shouted.,B,Missing exclamation mark in Part B: 'one'' should be 'one!'.
Story_91_FishingTrip,9,I pulled,the fish,in,fast.,N,No error.
Story_91_FishingTrip,10,It was,"silver,",and,shiny.,B,"Extra comma inserted in Part B: 'silver,'."
Story_91_FishingTrip,11,We put,it back,"in the,",water.,C,"Extra comma inserted in Part C: 'the,'."
Story_91_FishingTrip,12,It swam,away,very,quickly.,N,No error.
Story_92_NewHamster,1,I got,a new,hamster,today.,N,No error.
Story_92_NewHamster,2,He is,small,and,brown.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_92_NewHamster_Fix,2,He is,small,And,brown.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_92_NewHamster,3,Look at,him',I,said.,B,Missing exclamation mark in Part B: 'him'' should be 'him!'.
Story_92_NewHamster,4,He ran,on his,wheel,fast.,C,"Extra comma inserted in Part C: 'wheel,'."
Story_92_NewHamster_Fix2,4,He ran,on his,"wheel,",fast.,C,"Extra comma inserted in Part C: 'wheel,'."
Story_92_NewHamster,5,He liked,to eat,seeds,and nuts.,B,"Extra comma inserted in Part B: 'seeds,'."
Story_92_NewHamster_Fix3,5,He liked,to eat,"seeds,",and nuts.,C,"Extra comma inserted in Part C: 'seeds,' (Wait, I said B but put text in C? No, Part C is 'seeds,'. Let's fix). Part B: 'to eat'. Part C: 'seeds,'. Error in C."
Story_92_NewHamster_Fix4,5,He liked,to eat,"seeds,",and nuts.,C,"Extra comma inserted in Part C: 'seeds,'."
Story_92_NewHamster,6,He is,funny',said,Mum.,B,"Missing comma in Part B: 'funny'' should be 'funny,'."
Story_92_NewHamster,7,I called,him,Harry,Hamster.,N,No error.
Story_92_NewHamster,8,He slept,in his,bed,all day.,D,Missing full stop in Part D: 'day' should be 'day.'.
Story_92_NewHamster,9,At night,he woke,up to,play.,A,"Missing comma after fronted adverbial in Part A: 'night,'."
Story_92_NewHamster,10,He made,a lot,of,noise.,C,Capitalization error in Part C: 'Of' should be 'of'.
Story_92_NewHamster_Fix5,10,He made,a lot,Of,noise.,C,Capitalization error in Part C: 'Of' should be 'of'.
Story_92_NewHamster,11,I love,my new,pet,hamster.,N,No error.
Story_92_NewHamster,12,He is,very,cute,indeed,D,Missing full stop in Part D: 'indeed' should be 'indeed.'.
Story_93_MagicAct,1,Sam did,a magic,show,for us.,N,No error.
Story_93_MagicAct,2,He had,a black,hat,and wand.,C,"Extra comma inserted in Part C: 'hat,'."
Story_93_MagicAct_Fix,2,He had,a black,"hat,",and wand.,C,"Extra comma inserted in Part C: 'hat,'."
Story_93_MagicAct,3,Watch this',he said,to the,crowd.,A,"Missing punctuation in Part A: 'this!'' or 'this,'."
Story_93_MagicAct,4,he waved,the wand,in the,air.,A,Capitalization error in Part A: 'he' should be 'He'.
Story_93_MagicAct,5,Abracadabra',he,shouted,loudly.,A,Missing punctuation in Part A: 'Abracadabra!''.
Story_93_MagicAct,6,A white,"rabbit,",jumped,out.,B,"Extra comma inserted in Part B: 'rabbit,'."
Story_93_MagicAct,7,It hopped,across,the,floor,D,Missing full stop in Part D: 'floor' should be 'floor.'.
Story_93_MagicAct,8,Wow',said,Ben,amazed.,A,Missing exclamation mark in Part A: 'Wow'' should be 'Wow!'.
Story_93_MagicAct,9,Sam bowed,to his,"friends,",smiling.,C,"Extra comma inserted in Part C: 'friends,'."
Story_93_MagicAct,10,How did,you do,that',asked Ben.,C,Missing question mark in Part C: 'that'' should be 'that?'.
Story_93_MagicAct,11,It is,magic',said,Sam.,N,No error.
Story_93_MagicAct,12,It was,a good,show,today,D,Missing full stop in Part D: 'today' should be 'today.'.
Story_94_ParkPlay,1,We went,to the,park,today.,N,No error.
Story_94_ParkPlay,2,It was,sunny,and,warm.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_94_ParkPlay_Fix,2,It was,sunny,And,warm.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_94_ParkPlay,3,Lets go,on the,swings',said Tom.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_94_ParkPlay,4,We ran,to the,play,area.,B,"Extra comma inserted in Part B: 'the,'."
Story_94_ParkPlay_Fix2,4,We ran,"to the,",play,area.,B,"Extra comma inserted in Part B: 'the,'."
Story_94_ParkPlay,5,I went,up,very,high.,C,"Extra comma inserted in Part C: 'very,'."
Story_94_ParkPlay_Fix3,5,I went,up,"very,",high.,C,"Extra comma inserted in Part C: 'very,'."
Story_94_ParkPlay,6,Push me',shouted,Tom,loudly.,A,Missing exclamation mark in Part A: 'me'' should be 'me!'.
Story_94_ParkPlay,7,I pushed,him,on the,swing.,N,No error.
Story_94_ParkPlay,8,He went,higher,than,me.,C,Capitalization error in Part C: 'Than' should be 'than'.
Story_94_ParkPlay_Fix4,8,He went,higher,Than,me.,C,Capitalization error in Part C: 'Than' should be 'than'.
Story_94_ParkPlay,9,Stop now',he said,feeling,sick.,A,"Missing punctuation in Part A: 'now!' or 'now,'."
Story_94_ParkPlay,10,We got,off,the,swings.,B,"Extra comma inserted in Part B: 'off,'."
Story_94_ParkPlay_Fix5,10,We got,"off,",the,swings.,B,"Extra comma inserted in Part B: 'off,'."
Story_94_ParkPlay,11,We walked,home,slowly,later.,N,No error.
Story_94_ParkPlay,12,It was,a fun,time,out,D,Missing full stop in Part D: 'out' should be 'out.'.
Story_95_BikeRide,1,I rode,my bike,in the,lane.,N,No error.
Story_95_BikeRide,2,My helmet,is blue,and,red.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_95_BikeRide_Fix,2,My helmet,is blue,And,red.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_95_BikeRide,3,Wait for,me',shouted,Ben.,B,"Missing punctuation in Part B: 'me!' or 'me,'."
Story_95_BikeRide,4,I stopped,at the,gate,for him.,C,"Extra comma inserted in Part C: 'gate,'."
Story_95_BikeRide_Fix2,4,I stopped,at the,"gate,",for him.,C,"Extra comma inserted in Part C: 'gate,'."
Story_95_BikeRide,5,He rode,up,very,fast.,B,"Extra comma inserted in Part B: 'up,'."
Story_95_BikeRide_Fix3,5,He rode,"up,",very,fast.,B,"Extra comma inserted in Part B: 'up,'."
Story_95_BikeRide,6,Lets race',he,said,smiling.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_95_BikeRide,7,We rode,to the,park,gates.,N,No error.
Story_95_BikeRide,8,The wind,blew,my,hair.,B,Capitalization error in Part B: 'Blew' should be 'blew'.
Story_95_BikeRide_Fix4,8,The wind,Blew,my,hair.,B,Capitalization error in Part B: 'Blew' should be 'blew'.
Story_95_BikeRide,9,I went,over,a,bump.,C,"Extra comma inserted in Part C: 'a,'."
Story_95_BikeRide_Fix5,9,I went,over,"a,",bump.,C,"Extra comma inserted in Part C: 'a,'."
Story_95_BikeRide,10,I win',I shouted,at,him.,A,Missing exclamation mark in Part A: 'win'' should be 'win!'.
Story_95_BikeRide,11,Ben was,too,slow,today.,N,No error.
Story_95_BikeRide,12,We went,home,for,tea,D,Missing full stop in Part D: 'tea' should be 'tea.'.
Story_96_GardenHelp,1,Dad dug,up the,garden,soil.,N,No error.
Story_96_GardenHelp,2,He found,a big,Worm,there.,C,Capitalization error in Part C: 'Worm' should be 'worm'.
Story_96_GardenHelp,3,Look at,this',he,called.,B,Missing exclamation mark in Part B: 'this'' should be 'this!'.
Story_96_GardenHelp,4,It was,long,and,pink.,C,"Extra comma inserted in Part C: 'and,'."
Story_96_GardenHelp_Fix,4,It was,long,"and,",pink.,C,"Extra comma inserted in Part C: 'and,'."
Story_96_GardenHelp,5,The worm,wriggled,very,fast.,B,"Extra comma inserted in Part B: 'wriggled,'."
Story_96_GardenHelp_Fix2,5,The worm,"wriggled,",very,fast.,B,"Extra comma inserted in Part B: 'wriggled,'."
Story_96_GardenHelp,6,Don't touch,it',said,Mum.,B,"Missing comma in Part B: 'it'' should be 'it,'."
Story_96_GardenHelp,7,We put,it in,the,earth.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_96_GardenHelp_Fix3,7,We put,it in,The,earth.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_96_GardenHelp,8,It went,deep,down,inside.,N,No error.
Story_96_GardenHelp,9,We planted,some,seeds,later.,B,"Extra comma inserted in Part B: 'some,'."
Story_96_GardenHelp_Fix4,9,We planted,"some,",seeds,later.,B,"Extra comma inserted in Part B: 'some,'."
Story_96_GardenHelp,10,They will,grow soon',said,Dad.,B,"Missing comma in Part B: 'soon'' should be 'soon,'."
Story_96_GardenHelp,11,We watered,them with,a can,of water.,N,No error.
Story_96_GardenHelp,12,The sun,shone,on,them,D,Missing full stop in Part D: 'them' should be 'them.'.
Story_97_SpaceTrip,1,The rocket,went up,into,space.,N,No error.
Story_97_SpaceTrip,2,It flew,past the,Moon,quickly.,C,"Capitalization error in Part C: 'Moon' is generally capitalized in space context, but if 'the moon', often lower. However, GL usually accepts 'the Moon' or 'the moon'. Let's use a clear error. D: 'Quickly' (cap)."
Story_97_SpaceTrip_Fix,2,It flew,past the,moon,Quickly.,D,Capitalization error in Part D: 'Quickly' should be 'quickly'.
Story_97_SpaceTrip,3,Look at,the stars',said,Tom.,B,Missing exclamation mark in Part B: 'stars'' should be 'stars!'.
Story_97_SpaceTrip,4,They shone,bright,in the,sky.,B,"Extra comma inserted in Part B: 'bright,'."
Story_97_SpaceTrip_Fix2,4,They shone,"bright,",in the,sky.,B,"Extra comma inserted in Part B: 'bright,'."
Story_97_SpaceTrip,5,We saw,a red,planet,there.,C,"Extra comma inserted in Part C: 'planet,'."
Story_97_SpaceTrip_Fix3,5,We saw,a red,"planet,",there.,C,"Extra comma inserted in Part C: 'planet,'."
Story_97_SpaceTrip,6,Is that,Mars',asked,Tom.,B,Missing question mark in Part B: 'Mars'' should be 'Mars?'.
Story_97_SpaceTrip,7,Yes it,is',said the,pilot.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_97_SpaceTrip,8,We landed,on the,dusty,ground.,N,No error.
Story_97_SpaceTrip,9,Lets go,out',said,Tom.,A,Apostrophe error in Part A: 'Lets' should be 'Let's'.
Story_97_SpaceTrip,10,We put,on our,suits,fast.,B,"Extra comma inserted in Part B: 'our,'."
Story_97_SpaceTrip_Fix4,10,We put,"on our,",suits,fast.,B,"Extra comma inserted in Part B: 'our,'."
Story_97_SpaceTrip,11,Gravity,was very,weak,there.,N,No error.
Story_97_SpaceTrip,12,We jumped,high,up,today,D,Missing full stop in Part D: 'today' should be 'today.'.
Story_98_MuseumVisit,1,We went,to a,museum,today.,N,No error.
Story_98_MuseumVisit,2,It was,full of,old,things.,C,"Extra comma inserted in Part C: 'old,'."
Story_98_MuseumVisit_Fix,2,It was,full of,"old,",things.,C,"Extra comma inserted in Part C: 'old,'."
Story_98_MuseumVisit,3,Look at,this sword',said,Ben.,B,Missing exclamation mark in Part B: 'sword'' should be 'sword!'.
Story_98_MuseumVisit,4,It was,sharp,and,shiny.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_98_MuseumVisit_Fix2,4,It was,sharp,And,shiny.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_98_MuseumVisit,5,Dont touch,it',said the,guard.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_98_MuseumVisit,6,We saw,old,coins,there.,B,"Extra comma inserted in Part B: 'old,'."
Story_98_MuseumVisit_Fix3,6,We saw,"old,",coins,there.,B,"Extra comma inserted in Part B: 'old,'."
Story_98_MuseumVisit,7,They were,gold silver,and,bronze.,B,"Missing comma in list in Part B: 'gold, silver'."
Story_98_MuseumVisit,8,I like,this place',I,said.,B,"Missing comma in Part B: 'place'' should be 'place,'."
Story_98_MuseumVisit,9,We ate,our lunch,later,on.,N,No error.
Story_98_MuseumVisit,10,I had,a ham,sandwich,to eat.,B,Capitalization error in Part B: 'Ham' should be 'ham'.
Story_98_MuseumVisit_Fix4,10,I had,a Ham,sandwich,to eat.,B,Capitalization error in Part B: 'Ham' should be 'ham'.
Story_98_MuseumVisit,11,We went,back on,the,bus.,N,No error.
Story_98_MuseumVisit,12,I was,very tired,at the,end,D,Missing full stop in Part D: 'end' should be 'end.'.
Story_99_FarmTrip,1,We went,to a,farm,today.,N,No error.
Story_99_FarmTrip,2,The farmer,showed,us the,animals.,B,"Extra comma inserted in Part B: 'showed,'."
Story_99_FarmTrip_Fix,2,The farmer,"showed,",us the,animals.,B,"Extra comma inserted in Part B: 'showed,'."
Story_99_FarmTrip,3,Look at,the cows',said,Ben.,B,Missing exclamation mark in Part B: 'cows'' should be 'cows!'.
Story_99_FarmTrip,4,They were,eating,green,grass.,C,Capitalization error in Part C: 'Green' should be 'green'.
Story_99_FarmTrip_Fix2,4,They were,eating,Green,grass.,C,Capitalization error in Part C: 'Green' should be 'green'.
Story_99_FarmTrip,5,Can I,feed them',asked,Ben.,B,Missing question mark in Part B: 'them'' should be 'them?'.
Story_99_FarmTrip,6,Yes you,can',said the,farmer.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_99_FarmTrip,7,He gave,us some,hay,to hold.,N,No error.
Story_99_FarmTrip,8,The cows,tongues,were,rough.,A,Apostrophe error in Part A: 'cows' should be 'cows'' (plural possession).
Story_99_FarmTrip,9,They lick,my hand',laughed,Ben.,B,"Missing punctuation in Part B: 'hand!' or 'hand,'."
Story_99_FarmTrip,10,We saw,pigs sheep,and,ducks.,B,"Missing comma in list in Part B: 'pigs, sheep'."
Story_99_FarmTrip,11,The ducks,swam,in the,pond.,B,"Extra comma inserted in Part B: 'swam,'."
Story_99_FarmTrip_Fix3,11,The ducks,"swam,",in the,pond.,B,"Extra comma inserted in Part B: 'swam,'."
Story_99_FarmTrip,12,It was,a busy,day,there,D,Missing full stop in Part D: 'there' should be 'there.'.
Story_100_BirthdayParty,1,It was,my party,on,Friday.,N,No error.
Story_100_BirthdayParty,2,My friends,came to,my,house.,C,Capitalization error in Part C: 'My' should be 'my'.
Story_100_BirthdayParty_Fix,2,My friends,came to,My,house.,C,Capitalization error in Part C: 'My' should be 'my'.
Story_100_BirthdayParty,3,Happy,Birthday',they all,shouted.,B,Missing exclamation mark in Part B: 'Birthday'' should be 'Birthday!'.
Story_100_BirthdayParty,4,We played,games,music and,danced.,C,"Missing comma in list in Part C: 'music, and'."
Story_100_BirthdayParty,5,Open your,gifts',said,Mum.,B,"Missing comma in Part B: 'gifts'' should be 'gifts,'."
Story_100_BirthdayParty,6,I got,a car,book and,pen.,C,"Missing comma in list in Part C: 'book, and'."
Story_100_BirthdayParty,7,This is,great',I,said.,B,Missing exclamation mark in Part B: 'great'' should be 'great!'.
Story_100_BirthdayParty,8,We ate,jelly cake,and,chips.,B,"Missing comma in list in Part B: 'jelly, cake'."
Story_100_BirthdayParty,9,Im so,full',said,Tom.,A,Apostrophe error in Part A: 'Im' should be 'I'm'.
Story_100_BirthdayParty,10,Me too',laughed,Sam,loudly.,A,"Missing comma in Part A: 'too'' should be 'too,'."
Story_100_BirthdayParty,11,Everyone,went,home at,five.,N,No error.
Story_100_BirthdayParty,12,Toms,mum was,late,today.,A,Apostrophe error in Part A: 'Toms' should be 'Tom's'.
Story_101_TreeHouse,1,Dad built,a house,in the,tree.,N,No error.
Story_101_TreeHouse,2,It had,a rope,ladder,hanging.,C,Capitalization error in Part C: 'Ladder' should be 'ladder'.
Story_101_TreeHouse_Fix,2,It had,a rope,Ladder,hanging.,C,Capitalization error in Part C: 'Ladder' should be 'ladder'.
Story_101_TreeHouse,3,Can I,go up',I,asked.,B,Missing question mark in Part B: 'up'' should be 'up?'.
Story_101_TreeHouse,4,Yes you,can',said,Dad.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_101_TreeHouse,5,I climbed,up the,ladder,slowly.,B,"Extra comma inserted in Part B: 'the,'."
Story_101_TreeHouse_Fix2,5,I climbed,"up the,",ladder,slowly.,B,"Extra comma inserted in Part B: 'the,'."
Story_101_TreeHouse,6,It was,great,inside,there.,C,"Extra comma inserted in Part C: 'inside,'."
Story_101_TreeHouse_Fix3,6,It was,great,"inside,",there.,C,"Extra comma inserted in Part C: 'inside,'."
Story_101_TreeHouse,7,I looked,out of,the,window.,N,No error.
Story_101_TreeHouse,8,I saw,birds,flying,past.,B,"Extra comma inserted in Part B: 'birds,'."
Story_101_TreeHouse_Fix4,8,I saw,"birds,",flying,past.,B,"Extra comma inserted in Part B: 'birds,'."
Story_101_TreeHouse,9,This is,cool',I,said.,B,Missing exclamation mark in Part B: 'cool'' should be 'cool!'.
Story_101_TreeHouse,10,Dad came,up too,with,tea.,B,"Missing comma in Part B: 'too'' should be 'too,'."
Story_101_TreeHouse,11,We drank,tea,in the,tree.,N,No error.
Story_101_TreeHouse,12,It was,fun,up,there,D,Missing full stop in Part D: 'there' should be 'there.'.
Story_102_SkateFun,1,I took,my skates,to the,park.,N,No error.
Story_102_SkateFun,2,The park,was full,of,kids.,C,Capitalization error in Part C: 'Of' should be 'of'.
Story_102_SkateFun_Fix,2,The park,was full,Of,kids.,C,Capitalization error in Part C: 'Of' should be 'of'.
Story_102_SkateFun,3,Watch me,jump',said,Ben.,B,Missing exclamation mark in Part B: 'jump'' should be 'jump!'.
Story_102_SkateFun,4,He went,up the,ramp,fast.,B,"Extra comma inserted in Part B: 'the,'."
Story_102_SkateFun_Fix2,4,He went,"up the,",ramp,fast.,B,"Extra comma inserted in Part B: 'the,'."
Story_102_SkateFun,5,He flew,high,into the,air.,B,"Extra comma inserted in Part B: 'high,'."
Story_102_SkateFun_Fix3,5,He flew,"high,",into the,air.,B,"Extra comma inserted in Part B: 'high,'."
Story_102_SkateFun,6,That was,cool',I,shouted.,B,Missing exclamation mark in Part B: 'cool'' should be 'cool!'.
Story_102_SkateFun,7,I tried,to do,it,too.,C,"Extra comma inserted in Part C: 'it,'."
Story_102_SkateFun_Fix4,7,I tried,to do,"it,",too.,C,"Extra comma inserted in Part C: 'it,'."
Story_102_SkateFun,8,My skates,were,too,slow.,N,No error.
Story_102_SkateFun,9,I fell,on my,knees,hard.,C,Capitalization error in Part C: 'Knees' should be 'knees'.
Story_102_SkateFun_Fix5,9,I fell,on my,Knees,hard.,C,Capitalization error in Part C: 'Knees' should be 'knees'.
Story_102_SkateFun,10,Are you,hurt',asked,Ben.,B,Missing question mark in Part B: 'hurt'' should be 'hurt?'.
Story_102_SkateFun,11,No Im,fine',I,said.,A,Apostrophe error in Part A: 'Im' should be 'I'm'.
Story_102_SkateFun,12,We went,home,for,tea,D,Missing full stop in Part D: 'tea' should be 'tea.'.
Story_103_ParkPicnic,1,We had,a picnic,today,outside.,N,No error.
Story_103_ParkPicnic,2,The sun,shone,very,bright.,C,Capitalization error in Part C: 'Very' should be 'very'.
Story_103_ParkPicnic_Fix,2,The sun,shone,Very,bright.,C,Capitalization error in Part C: 'Very' should be 'very'.
Story_103_ParkPicnic,3,I am,hungry',said,Tom.,B,Missing exclamation mark in Part B: 'hungry'' should be 'hungry!'.
Story_103_ParkPicnic,4,Mum opened,the,big,basket.,B,Capitalization error in Part B: 'The' should be 'the'.
Story_103_ParkPicnic_Fix2,4,Mum opened,The,big,basket.,B,Capitalization error in Part B: 'The' should be 'the'.
Story_103_ParkPicnic,5,We had,ham,sandwiches,to eat.,B,"Extra comma inserted in Part B: 'ham,'."
Story_103_ParkPicnic_Fix3,5,We had,"ham,",sandwiches,to eat.,B,"Extra comma inserted in Part B: 'ham,'."
Story_103_ParkPicnic,6,Pass the,juice',said,Dad.,B,"Missing comma in Part B: 'juice'' should be 'juice,'."
Story_103_ParkPicnic,7,A wasp,flew,near,us.,B,"Extra comma inserted in Part B: 'flew,'."
Story_103_ParkPicnic_Fix4,7,A wasp,"flew,",near,us.,B,"Extra comma inserted in Part B: 'flew,'."
Story_103_ParkPicnic,8,Go away',shouted,Tom,loudly.,A,Missing exclamation mark in Part A: 'away'' should be 'away!'.
Story_103_ParkPicnic,9,The wasp,flew,off,fast.,N,No error.
Story_103_ParkPicnic,10,We ate,cake,and,fruit.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_103_ParkPicnic_Fix5,10,We ate,cake,And,fruit.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_103_ParkPicnic,11,It was,a nice,lunch,today.,N,No error.
Story_103_ParkPicnic,12,We played,ball,after,that,D,Missing full stop in Part D: 'that' should be 'that.'.
Story_104_ForestWalk,1,We walked,in the,woods,today.,N,No error.
Story_104_ForestWalk,2,The trees,were,tall,and green.,C,Capitalization error in Part C: 'Tall' should be 'tall'.
Story_104_ForestWalk_Fix,2,The trees,were,Tall,and green.,C,Capitalization error in Part C: 'Tall' should be 'tall'.
Story_104_ForestWalk,3,Look at,that',said,Tom.,B,Missing exclamation mark in Part B: 'that'' should be 'that!'.
Story_104_ForestWalk,4,It was,a grey,squirrel,there.,B,"Extra comma inserted in Part B: 'grey,'."
Story_104_ForestWalk_Fix2,4,It was,"a grey,",squirrel,there.,B,"Extra comma inserted in Part B: 'grey,'."
Story_104_ForestWalk,5,It ran,up,a,tree.,B,"Extra comma inserted in Part B: 'up,'."
Story_104_ForestWalk_Fix3,5,It ran,"up,",a,tree.,B,"Extra comma inserted in Part B: 'up,'."
Story_104_ForestWalk,6,He is,fast',I,said.,B,"Missing comma in Part B: 'fast'' should be 'fast,'."
Story_104_ForestWalk,7,We found,some,nuts,nearby.,B,"Extra comma inserted in Part B: 'some,'."
Story_104_ForestWalk_Fix4,7,We found,"some,",nuts,nearby.,B,"Extra comma inserted in Part B: 'some,'."
Story_104_ForestWalk,8,I put,them in,my,pocket.,N,No error.
Story_104_ForestWalk,9,We walked,home,later,on.,B,"Extra comma inserted in Part B: 'home,'."
Story_104_ForestWalk_Fix5,9,We walked,"home,",later,on.,B,"Extra comma inserted in Part B: 'home,'."
Story_104_ForestWalk,10,I am,tired',I,said.,B,"Missing comma in Part B: 'tired'' should be 'tired,'."
Story_104_ForestWalk,11,Mum gave,us a,drink,of juice.,N,No error.
Story_104_ForestWalk,12,I slept,well,that,night,D,Missing full stop in Part D: 'night' should be 'night.'.
Story_105_BakingCake,1,We made,a cake,for,tea.,N,No error.
Story_105_BakingCake,2,Mum got,the big,bowl,out.,C,Capitalization error in Part C: 'Bowl' should be 'bowl'.
Story_105_BakingCake_Fix,2,Mum got,the big,Bowl,out.,C,Capitalization error in Part C: 'Bowl' should be 'bowl'.
Story_105_BakingCake,3,Mix the,eggs',she,said.,B,"Missing comma in Part B: 'eggs'' should be 'eggs,'."
Story_105_BakingCake,4,I stirred,it hard,with a,spoon.,B,"Extra comma inserted in Part B: 'hard,'."
Story_105_BakingCake_Fix2,4,I stirred,"it hard,",with a,spoon.,B,"Extra comma inserted in Part B: 'hard,'."
Story_105_BakingCake,5,We put,it in,the,oven.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_105_BakingCake_Fix3,5,We put,it in,The,oven.,C,Capitalization error in Part C: 'The' should be 'the'.
Story_105_BakingCake,6,Dont touch,it',said,Mum.,A,Apostrophe error in Part A: 'Dont' should be 'Don't'.
Story_105_BakingCake,7,It smelled,very,good,indeed.,B,"Extra comma inserted in Part B: 'very,'."
Story_105_BakingCake_Fix4,7,It smelled,"very,",good,indeed.,B,"Extra comma inserted in Part B: 'very,'."
Story_105_BakingCake,8,We waited,for it,to,cook.,N,No error.
Story_105_BakingCake,9,Is it,ready',I,asked.,B,Missing question mark in Part B: 'ready'' should be 'ready?'.
Story_105_BakingCake,10,Yes it,is',she,said.,A,"Missing comma in Part A: 'Yes' should be 'Yes,'."
Story_105_BakingCake,11,We ate,it warm,with,cream.,B,"Extra comma inserted in Part B: 'warm,'."
Story_105_BakingCake_Fix5,11,We ate,"it warm,",with,cream.,B,"Extra comma inserted in Part B: 'warm,'."
Story_105_BakingCake,12,It tasted,sweet,and,nice,D,Missing full stop in Part D: 'nice' should be 'nice.'.
Story_106_SwimDay,1,We went,swimming,at the,pool.,N,No error.
Story_106_SwimDay,2,The water,was blue,and,warm.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_106_SwimDay_Fix,2,The water,was blue,And,warm.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_106_SwimDay,3,Jump in',said,Dad,smiling.,A,Missing exclamation mark in Part A: 'in'' should be 'in!'.
Story_106_SwimDay,4,I jumped,in the,deep,end.,B,"Extra comma inserted in Part B: 'the,'."
Story_106_SwimDay_Fix2,4,I jumped,"in the,",deep,end.,B,"Extra comma inserted in Part B: 'the,'."
Story_106_SwimDay,5,It was,good,fun,today.,B,"Extra comma inserted in Part B: 'good,'."
Story_106_SwimDay_Fix3,5,It was,"good,",fun,today.,B,"Extra comma inserted in Part B: 'good,'."
Story_106_SwimDay,6,Watch me',I shouted,to,Dad.,A,Missing exclamation mark in Part A: 'me'' should be 'me!'.
Story_106_SwimDay,7,I swam,fast,to the,side.,B,"Extra comma inserted in Part B: 'fast,'."
Story_106_SwimDay_Fix4,7,I swam,"fast,",to the,side.,B,"Extra comma inserted in Part B: 'fast,'."
Story_106_SwimDay,8,Dad clapped,his hands,for,me.,N,No error.
Story_106_SwimDay,9,We got,out,to,dry.,B,"Extra comma inserted in Part B: 'out,'."
Story_106_SwimDay_Fix5,9,We got,"out,",to,dry.,B,"Extra comma inserted in Part B: 'out,'."
Story_106_SwimDay,10,I am,hungry',I,said.,B,"Missing comma in Part B: 'hungry'' should be 'hungry,'."
Story_106_SwimDay,11,We had,chips,for,tea.,N,No error.
Story_106_SwimDay,12,It was,a great,day,out,D,Missing full stop in Part D: 'out' should be 'out.'.
Story_107_FootballGame,1,I play,football,on,Saturdays.,N,No error.
Story_107_FootballGame,2,My team,is the,best,team.,B,Capitalization error in Part B: 'The' should be 'the'.
Story_107_FootballGame_Fix,2,My team,is The,best,team.,B,Capitalization error in Part B: 'The' should be 'the'.
Story_107_FootballGame,3,Pass to,me',yelled,Sam.,B,Missing exclamation mark in Part B: 'me'' should be 'me!'.
Story_107_FootballGame,4,I kicked,the ball,to,him.,B,"Extra comma inserted in Part B: 'ball,'."
Story_107_FootballGame_Fix2,4,I kicked,"the ball,",to,him.,B,"Extra comma inserted in Part B: 'ball,'."
Story_107_FootballGame,5,It went,in the,goal,net.,C,Capitalization error in Part C: 'Goal' should be 'goal'.
Story_107_FootballGame_Fix3,5,It went,in the,Goal,net.,C,Capitalization error in Part C: 'Goal' should be 'goal'.
Story_107_FootballGame,6,Weve won',I cheered,loudly,today.,A,Apostrophe error in Part A: 'Weve' should be 'We've'.
Story_107_FootballGame,7,The coach,was,happy,with us.,B,"Extra comma inserted in Part B: 'was,'."
Story_107_FootballGame_Fix4,7,The coach,"was,",happy,with us.,B,"Extra comma inserted in Part B: 'was,'."
Story_107_FootballGame,8,Well done',he said,to,us.,A,Missing exclamation mark in Part A: 'done'' should be 'done!'.
Story_107_FootballGame,9,We shook,hands,with,them.,B,"Extra comma inserted in Part B: 'hands,'."
Story_107_FootballGame_Fix5,9,We shook,"hands,",with,them.,B,"Extra comma inserted in Part B: 'hands,'."
Story_107_FootballGame,10,It was,a good,game,today.,N,No error.
Story_107_FootballGame,11,My kit,was muddy,and,wet.,N,No error.
Story_107_FootballGame,12,Mum washed,it for,me,later,D,Missing full stop in Part D: 'later' should be 'later.'.
Story_108_TrainTrip,1,We went,on a,train,today.,N,No error.
Story_108_TrainTrip,2,The train,was big,and,red.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_108_TrainTrip_Fix,2,The train,was big,And,red.,C,Capitalization error in Part C: 'And' should be 'and'.
Story_108_TrainTrip,3,Tickets please',said,the,man.,A,"Missing comma in Part A: 'Tickets' should be 'Tickets,'."
Story_108_TrainTrip,4,I showed,him my,ticket,proudly.,B,"Extra comma inserted in Part B: 'my,'."
