Passage Title,Question ID,Sentence Context,Option A,Option B,Option C,Option D,Option E,Correct Answer
The Beehive,6,"A bear approached the hive, drawn by the irresistible scent of sweet (6).","honey","honed","honing","honeys","comb",A
The Beehive,7,"The alarm pheromone was released, and the bees swarmed out in an angry (7).","cloud","clouded","clouding","clouds","cloudy",A
The Beehive,8,"They attacked the bear's nose and ears, the only spots not protected by thick (8).","fur","furs","furry","furred","further",A
The Beehive,9,"Roaring in pain, the bear swatted at the air, but the bees were too (9).","many","much","more","most","mostly",A
The Beehive,10,"Defeated, the bear retreated into the woods, leaving the hive (10).","intact","tact","tactful","tactics","intactus",A
The Beehive,11,"The bees calmed down and returned to work, repairing the minor (11).","damage","damaged","damaging","damages","damager",A
The Beehive,12,"The colony had survived, proving that strength lies in (12).","number","numbers","numbered","numbering","numb",B
The Marathon Runner,1,"For years, he had trained for this day, running miles in the rain and (1).","snow","snowed","snowing","snows","snowy",A
The Marathon Runner,2,"The starting gun fired, and the mass of runners surged forward like a human (2).","wave","waves","waved","waving","waver",A
The Marathon Runner,3,"He paced himself, checking his watch to ensure he didn't burn out too (3).","soon","sooner","soonest","early","late",A
The Marathon Runner,4,"At mile ten, his legs felt strong, and his breathing was steady and (4).","rhythm","rhythmic","rhythms","rhyme","rhythmically",B
The Marathon Runner,5,"By mile eighteen, however, the fatigue began to set in, making every step a (5).","struggle","struggled","struggling","struggles","struggler",A
The Marathon Runner,6,"He grabbed a water bottle from a volunteer, splashing it over his face to cool (6).","down","up","in","on","off",A
The Marathon Runner,7,"The crowd cheered him on, their shouts providing a much-needed boost of (7).","moral","morale","morally","morals","mortality",B
The Marathon Runner,8,"He saw the mile twenty-six marker and knew the end was in (8).","sight","sighted","sighting","sights","site",A
The Marathon Runner,9,"Summoning his last reserves of energy, he sprinted towards the finish (9).","line","lines","lined","lining","liner",A
The Marathon Runner,10,"He crossed the line and collapsed, his chest heaving as he gasped for (10).","air","airy","aired","airing","heir",A
The Marathon Runner,11,"A medal was placed around his neck, a heavy symbol of his hard-won (11).","victory","victorious","victor","victories","victoriously",A
The Marathon Runner,12,"He had pushed his body to the limit and discovered he was stronger than he (12).","know","knew","known","knowing","knows",B
The Viking Raid,1,"The longships emerged from the mist, their dragon heads snarling at the (1).","shore","shored","shoring","shores","shoreline",A
The Viking Raid,2,"Warriors leapt into the surf, holding their shields high and brandishing heavy (2).","axe","axes","axed","axing","axis",B
The Viking Raid,3,"The villagers, seeing the sails, rang the church bell in a frantic (3).","warn","warning","warned","warns","warner",B
The Viking Raid,4,"Men grabbed pitchforks and scythes, desperate to defend their homes and (4).","family","families","familial","familiar","famine",B
The Viking Raid,5,"The Vikings charged, a screaming wall of muscle and iron that crashed into the (5).","defend","defenders","defended","defending","defence",B
The Viking Raid,6,"Houses were set alight, the thatched roofs burning with terrifying (6).","speed","sped","speeding","speeds","speeder",A
The Viking Raid,7,"Amidst the chaos, a young boy hid in a cellar, listening to the battle rage (7).","above","over","up","upper","ups",A
The Viking Raid,8,"He clutched his dog, clamping a hand over its muzzle to keep it (8).","quiet","quietly","quietness","quieten","quite",A
The Viking Raid,9,"Eventually, the sounds of fighting died down, replaced by the crackle of (9).","flame","flames","flamed","flaming","frame",B
The Viking Raid,10,"The raiders returned to their ships, laden with gold and silver (10).","plunder","plundered","plundering","plunders","blunder",A
The Viking Raid,11,"The boy emerged to find his village in ruins, the smoke drifting up to the (11).","sky","skies","skied","skiing","skyscraper",A
The Viking Raid,12,"They had lost much, but they were alive, and they would (12).","build","rebuild","building","built","builder",B
The Chemist's Lab,1,"The laboratory was filled with bubbling beakers and the sharp smell of (1).","chemistry","chemical","chemicals","chemist","chemically",C
The Chemist's Lab,2,"Dr. Jekyll carefully measured a green liquid into a test tube, his hand steady as a (2).","rock","rocks","rocked","rocking","rocker",A
The Chemist's Lab,3,"He was searching for a cure, a formula that would eradicate the common (3).","cold","colds","coldly","coldness","colder",A
The Chemist's Lab,4,"He added a drop of red solution, and the mixture fizzed and changed (4).","colour","colours","coloured","colouring","colourful",A
The Chemist's Lab,5,"""Eureka!"" he exclaimed, holding the tube up to the (5).","light","lit","lighting","lights","lighter",A
The Chemist's Lab,6,"He recorded his findings in a leather notebook, scribbling equations with frantic (6).","speed","sped","speeding","speeds","speeder",A
The Chemist's Lab,7,"However, science is unpredictable, and the liquid suddenly began to (7).","glow","glowed","glowing","glows","glower",A
The Chemist's Lab,8,"Smoke poured from the tube, setting off the fire alarm with a deafening (8).","shriek","shrieked","shrieking","shrieks","shrieker",A
The Chemist's Lab,9,"Sprinklers turned on, drenching the doctor and ruining his (9).","note","notes","noted","noting","notable",B
The Chemist's Lab,10,"He stood in the rain, watching his life's work dissolve into ink (10).","puddle","puddles","puddled","puddling","muddle",B
The Chemist's Lab,11,"Despite the disaster, he smiled, realizing that failure was just part of the (11).","process","processed","processing","processes","procession",A
The Chemist's Lab,12,"He would start again tomorrow, for a true scientist never gives (12).","up","it","on","out","off",A
The Forgotten Attic,1,"Climbing the creaking stairs, which groaned under his weight like a dying beast, Tom felt a surge of (1).","apprehend","apprehension","apprehensive","apprehensively","apprehended",B
The Forgotten Attic,2,"The attic was shrouded in darkness, save for a single beam of light that (2) through a crack in the roof tiles.","pierce","pierced","piercing","pierces","piercer",B
The Forgotten Attic,3,"Dust motes danced in the shaft of light, swirling in a chaotic rhythm that seemed almost (3) to the eye.","hypnotise","hypnotised","hypnotising","hypnotic","hypnosis",D
The Forgotten Attic,4,"He moved towards a large, wooden trunk, pushing aside the cobwebs that hung like (4) curtains.","ghost","ghostly","ghosting","ghosts","ghosted",B
The Forgotten Attic,5,"The lid was heavy, requiring all his strength to lift, and the hinges protested with a shrill (5).","screech","screeched","screeching","screeches","screecher",A
The Forgotten Attic,6,"Inside, lay a collection of toys from a bygone era, their paint faded and their mechanisms (6) with rust.","seize","seized","seizing","seizes","seizure",B
The Forgotten Attic,7,"He picked up a tin soldier, wondering about the child who had once played with such (7) imagination.","vivid","vividly","vividness","vivify","vivacious",A
The Forgotten Attic,8,"Beneath the toys, he found a leather-bound diary, its pages yellowed and brittle with (8).","age","aged","ageing","ages","ageless",A
The Forgotten Attic,9,"Opening it carefully, he began to read, instantly transported back to a time of war and (9).","hard","hardly","hardness","hardship","harden",D
The Forgotten Attic,10,"The writer described nights spent in air raid shelters, huddled together in (10) fear.","collect","collected","collective","collecting","collection",C
The Forgotten Attic,11,"Yet, amidst the terror, there were moments of joy, proving the (11) of the human spirit.","resilience","resilient","resile","resiliently","resiliences",A
The Forgotten Attic,12,"Tom closed the book, feeling a deep connection to the past that he had never (12) before.","experience","experienced","experiencing","experiences","experiential",B
The Antarctic Expedition,1,"The wind howled across the ice sheet, a relentless force that threatened to (1) their tents at any moment.","flatten","flat","flatly","flatness","flats",A
The Antarctic Expedition,2,"Captain Scott, peering through the driving snow, checked his compass with fingers that were numb and (2).","clumsy","clumsily","clumsiness","clumps","clump",A
The Antarctic Expedition,3,"They had been marching for weeks, dragging their sledges over terrain that was unforgiving and (3).","brutal","brutally","brutality","brute","brutish",A
The Antarctic Expedition,4,"""We must keep moving,"" he urged, knowing that to stop in this temperature would mean certain (4).","die","died","dying","dead","death",E
The Antarctic Expedition,5,"The dogs, usually so energetic, were now exhausted, their heads hanging low in (5).","submit","submitted","submitting","submission","submissive",D
The Antarctic Expedition,6,"Suddenly, a crevasse opened up ahead, a gaping maw of blue ice hidden beneath a thin (6) of snow.","layer","layered","layering","layers","lay",A
The Antarctic Expedition,7,"The lead dog scrambled for grip, its claws scratching uselessly against the (7) surface.","slip","slipped","slipping","slips","slippery",E
The Antarctic Expedition,8,"With a desperate lunge, Scott grabbed the harness, pulling the animal back from the (8).","brink","brinks","brinkmanship","brim","brimming",A
The Antarctic Expedition,9,"They skirted the danger, their hearts pounding with the adrenaline of a narrow (9).","escape","escaped","escaping","escapes","escapist",A
The Antarctic Expedition,10,"As night fell, the aurora australis lit up the sky, painting the heavens in waves of green and (10).","violet","violent","violence","violin","violently",A
The Antarctic Expedition,11,"It was a sight of breathtaking beauty, a stark contrast to the (11) struggle for survival below.","harsh","harshly","harshness","harsher","harshest",A
The Antarctic Expedition,12,"They huddled together for warmth, dreaming of the day they would finally (12) civilization.","reach","reached","reaching","reaches","reachable",A
The Secret Laboratory,1,"Deep beneath the university, in a room accessible only by a retinal scan, Dr. Aris worked in absolute (1).","secrecy","secret","secretly","secrets","secretive",A
The Secret Laboratory,2,"Bunsen burners hissed softly, and beakers of coloured liquids bubbled, emitting strange and pungent (2).","fume","fumes","fumed","fuming","fumigate",B
The Secret Laboratory,3,"She was on the verge of a breakthrough, a discovery that could change the course of human (3).","history","historic","historical","historically","historian",A
The Secret Laboratory,4,"Her assistant, a young man named Leo, watched with wide eyes as the solution began to (4).","crystallise","crystal","crystals","crystalline","crystallising",A
The Secret Laboratory,5,"""It's stabilising,"" she whispered, her voice trembling with a mixture of hope and (5).","fear","feared","fearing","fears","fearful",A
The Secret Laboratory,6,"Suddenly, the alarms blared, bathing the lab in a pulsing red light that signaled a security (6).","breach","breached","breaching","breeches","breech",A
The Secret Laboratory,7,"""Secure the sample!"" she shouted, grabbing a lead-lined box to protect the volatile (7).","substance","substantial","substantially","substantiate","substances",A
The Secret Laboratory,8,"Leo fumbled with the keypad, his fingers slippery with sweat as the countdown (8) on the screen.","flash","flashed","flashing","flashes","flasher",B
The Secret Laboratory,9,"The heavy steel doors began to close, sealing them inside with the potentially (9) chemical.","hazard","hazardous","hazardously","hazards","haphazard",B
The Secret Laboratory,10,"""We need to vent the gas,"" Dr. Aris ordered, pointing to the emergency (10) valve.","override","overrode","overridden","overriding","overrides",A
The Secret Laboratory,11,"Leo turned the wheel with all his might, and with a hiss of escaping steam, the pressure (11).","drop","dropped","dropping","drops","dropper",B
The Secret Laboratory,12,"They slumped to the floor, relieved to be alive but knowing their work had been (12) compromised.","severe","severely","severity","sever","severed",B
The Medieval Tournament,1,"The jousting arena was a riot of colour, with banners fluttering in the wind and knights in shining (1).","armour","armoured","armouring","armours","armoury",A
The Medieval Tournament,2,"King Edward sat in the royal box, surveying his subjects with a gaze that was both regal and (2).","stern","sternly","sternness","sterns","sternest",A
The Medieval Tournament,3,"The crowd roared as two knights, mounted on powerful warhorses, charged towards each other with (3) speed.","terrify","terrified","terrifying","terrifies","terror",C
The Medieval Tournament,4,"Lances lowered, they aimed for the shield, the impact echoing like a clap of (4).","thunder","thundered","thundering","thunders","thunderous",A
The Medieval Tournament,5,"Wood splintered and flew into the air as Sir Lancelot struck his opponent with (5) accuracy.","precious","precise","precisely","precision","preciseness",D
The Medieval Tournament,6,"The other knight was thrown from his saddle, landing in the dirt with a heavy, metallic (6).","clanged","clanging","clangs","clanger","clang",E
The Medieval Tournament,7,"Squires rushed forward to assist him, dragging him to safety before the horses could (7) him.","trample","trampled","trampling","tramples","tramp",A
The Medieval Tournament,8,"Lancelot raised his visor, acknowledging the cheers of the crowd with a humble (8).","nod","nodded","nodding","nods","nodder",A
The Medieval Tournament,9,"He was the champion of the tournament, undefeated in twelve rounds of brutal (9).","combat","combated","combating","combats","combatant",A
The Medieval Tournament,10,"A fair maiden threw a flower to him, which he caught with a grace that belied his heavy (10).","plate","plated","plating","plates","platter",A
The Medieval Tournament,11,"However, the King looked displeased, for Lancelot had defeated the royal (11).","favour","favourite","favoured","favouring","favourably",B
The Medieval Tournament,12,"In the game of politics, winning the tournament could sometimes be a dangerous (12).","mistake","mistook","mistaken","mistaking","mistakes",A
The Ghost Ship,1,"The fog was so thick that the sailors could barely see the prow of their own ship, let alone the (1) vessel ahead.","approach","approached","approaching","approaches","approachable",C
The Ghost Ship,2,"It drifted silently out of the mist, its sails tattered and its wood rotted by years of (2).","neglect","neglected","neglecting","neglectful","negligence",A
The Ghost Ship,3,"Captain Blackwood brought the spyglass to his eye, searching for any sign of a crew on the (3) deck.","desert","deserted","deserting","deserts","deserter",B
The Ghost Ship,4,"""Ahoy there!"" he bellowed, but his voice was swallowed by the damp air, receiving no (4).","respond","responded","responding","responds","response",E
The Ghost Ship,5,"The men muttered superstitiously, making signs to ward off evil, for they feared it was a (5) ship.","ghost","ghostly","ghosting","ghosts","ghosted",B
The Ghost Ship,6,"Curiosity overcoming fear, the Captain ordered a boarding party to investigate the (6) mystery.","float","floated","floating","floats","floater",C
The Ghost Ship,7,"They rowed across the dark water, the oars dipping silently into the (7) sea.","calm","calmed","calming","calms","calmly",A
The Ghost Ship,8,"Climbing aboard, they found a journal in the captain's cabin, the last entry dated fifty years (8).","ago","before","past","prior","previous",A
The Ghost Ship,9,"It spoke of a strange sickness that had taken the crew one by one, leaving the ship to wander (9).","aim","aims","aimed","aiming","aimlessly",E
The Ghost Ship,10,"Suddenly, a floorboard creaked behind them, causing the men to spin around with weapons (10).","draw","drew","drawn","drawing","draws",C
The Ghost Ship,11,"It was only a rat, scurrying for cover, but it was enough to break their (11).","nerve","nerves","nervous","nervously","nervousness",B
The Ghost Ship,12,"They fled back to their boat, eager to put as much distance as possible between themselves and the (12).","curse","cursed","cursing","curses","cursor",B
The Desert Oasis,1,"After days of walking under the relentless sun, which beat down like a hammer, the travellers were near (1).","collapse","collapsed","collapsing","collapses","collapsable",A
The Desert Oasis,2,"Their water skins were empty, and their lips were cracked and bleeding from the extreme (2).","dry","dried","drying","dries","dryness",E
The Desert Oasis,3,"Suddenly, the leader pointed a trembling finger towards the horizon, where a shimmering green shape had (3).","appear","appeared","appearing","appears","appearance",B
The Desert Oasis,4,"""Is it a mirage?"" whispered the youngest, fearing his mind was playing cruel (4) on him.","trick","tricks","tricked","tricking","tricky",B
The Desert Oasis,5,"They stumbled forward, driven by a desperate hope that water was truly within their (5).","reach","reached","reaching","reaches","reaction",A
The Desert Oasis,6,"As they drew closer, the blur resolved into palm trees swaying gently in a hot (6).","breeze","breezes","breezy","breezed","breezing",A
The Desert Oasis,7,"They fell to their knees beside the pool, scooping up the cool liquid in their (7) hands.","cup","cupped","cupping","cups","cupper",B
The Desert Oasis,8,"It tasted sweeter than the finest wine, washing away the dust and the (8) of the journey.","pain","pained","paining","pains","painful",A
The Desert Oasis,9,"Birds sang in the trees, and for a moment, the harsh desert seemed a million miles (9).","away","way","ways","weigh","wait",A
The Desert Oasis,10,"They rested in the shade, allowing their bodies to recover from the brutal (10) of the heat.","punish","punished","punishing","punishes","punishment",E
The Desert Oasis,11,"That night, they slept under the stars, grateful for the oasis that had saved them from a sandy (11).","grave","gravel","gravity","graves","graved",A
The Desert Oasis,12,"They knew they must leave tomorrow, but for now, they were content to simply (12).","survive","survived","surviving","survives","survival",A
The Spy's Mission,1,"James waited in the shadows of the alleyway, checking his watch for the third time in as many (1).","minute","minutes","minuted","minuting","minutiae",B
The Spy's Mission,2,"He was wearing a tuxedo beneath his trench coat, ready to blend in at the ambassador's (2).","reception","receive","received","receiving","receipt",A
The Spy's Mission,3,"His mission was to retrieve the microchip, which contained data vital to national (3).","secure","secured","security","secures","securely",C
The Spy's Mission,4,"A black sedan pulled up to the kerb, and a woman stepped out, looking elegantly (4).","suspicion","suspicious","suspiciously","suspect","suspected",C
The Spy's Mission,5,"She dropped a glove, a pre-arranged signal that the coast was (5).","clear","cleared","clearing","clears","clearly",A
The Spy's Mission,6,"James moved quickly, retrieving the item and slipping it into his pocket with practised (6).","ease","easy","easier","eased","easing",A
The Spy's Mission,7,"Suddenly, two guards appeared from the side entrance, their eyes scanning the street with (7) intent.","hostile","hostility","hostilities","host","hostage",A
The Spy's Mission,8,"James pressed himself against the brickwork, holding his breath to avoid (8).","detect","detected","detecting","detection","detective",D
The Spy's Mission,9,"The guards passed within inches of him, their heavy boots crunching on the wet (9).","pavement","pavements","paved","paving","pave",A
The Spy's Mission,10,"Once they were gone, he exhaled slowly, his heart beating a frantic rhythm against his (10).","rib","ribs","ribbed","ribbing","ribbon",B
The Spy's Mission,11,"He hailed a taxi, giving the driver an address on the other side of the (11).","city","cities","citizen","civic","civil",A
The Spy's Mission,12,"The mission was a success, but in his line of work, danger was never far (12).","away","way","ways","weigh","wait",A
The Jungle Temple,1,"The vines were so thick that they had to hack a path with machetes, sweating profusely in the humid (1).","air","airy","aired","airing","heir",A
The Jungle Temple,2,"Dr. Jones paused to wipe his brow, staring at the stone structure looming out of the (2).","mist","misty","misted","misting","mists",A
The Jungle Temple,3,"It was the Temple of the Sun, lost for centuries and rumoured to be guarded by a terrible (3).","curse","cursed","cursing","curses","cursor",A
The Jungle Temple,4,"They climbed the crumbling steps, careful not to dislodge the stones that were loose and (4).","stable","unstable","stability","stabilise","stably",B
The Jungle Temple,5,"Inside, the air was cool and smelled of damp earth and centuries of (5).","decay","decayed","decaying","decays","decayer",A
The Jungle Temple,6,"Huge statues of jaguar gods lined the corridor, their stone eyes watching the intruders with (6) malice.","silent","silence","silently","silencer","silenced",A
The Jungle Temple,7,"""Don't touch anything,"" whispered Jones, pointing to a tripwire hidden in the (7).","dust","dusty","dusted","dusting","duster",A
The Jungle Temple,8,"They reached the central chamber, where a golden idol sat upon a pedestal, glinting in the torch (8).","light","lit","lighting","lights","lighter",A
The Jungle Temple,9,"Greed flickered in the eyes of his assistant, who reached out a hand towards the (9).","treasure","treasured","treasuring","treasures","treasurer",A
The Jungle Temple,10,"""Stop!"" shouted Jones, but it was too late; the assistant had triggered the (10).","trap","trapped","trapping","traps","trapper",A
The Jungle Temple,11,"The floor began to shake, and massive stone blocks slid down to seal the (11).","exit","exited","exiting","exits","exist",A
The Jungle Temple,12,"They sprinted for the door, diving through the closing gap just in the nick of (12).","time","timed","timing","times","timer",A
The Lighthouse Keeper,1,"The lighthouse stood on a jagged rock, battered by waves that crashed against it with explosive (1).","force","forced","forcing","forces","forcible",A
The Lighthouse Keeper,2,"Old Tom climbed the spiral staircase, his knees creaking in protest at the nightly (2).","climb","climbed","climbing","climbs","climber",A
The Lighthouse Keeper,3,"He had tended the light for forty years, ensuring that ships steered clear of the deadly (3).","reef","reefs","reefed","reefing","wreath",A
The Lighthouse Keeper,4,"Tonight, a storm was brewing, the sky turning a bruised purple as thunder rolled in the (4).","distant","distance","distantly","distances","distanced",B
The Lighthouse Keeper,5,"He lit the oil lamp, and the great lens began to rotate, casting a beam across the (5) water.","dark","darkness","darken","darkly","darked",A
The Lighthouse Keeper,6,"Below him, the sea churned and boiled, foam spraying high enough to coat the glass in (6).","salt","salty","salted","salting","salts",A
The Lighthouse Keeper,7,"He spotted a distress flare, a tiny red spark against the overwhelming blackness of the (7).","night","nights","nightly","knighted","knight",A
The Lighthouse Keeper,8,"He grabbed the radio, broadcasting a warning to the coastguard about the vessel in (8).","peril","perilous","perilously","perils","imperil",A
The Lighthouse Keeper,9,"He watched anxiously as the lifeboat launched, bobbing like a cork on the mountainous (9).","wave","waves","waved","waving","waver",B
The Lighthouse Keeper,10,"Hours passed, filled with the roar of the wind and the rhythmic flashing of the (10).","light","lit","lighting","lights","lighter",A
The Lighthouse Keeper,11,"Finally, the radio crackled to life, confirming that the crew had been saved from a watery (11).","grave","gravel","gravity","graves","graved",A
The Lighthouse Keeper,12,"Tom sighed with relief, knowing that once again, the light had done its (12).","job","jobs","jobbed","jobbing","jobless",A
The Cybernetic City,1,"Neon lights bathed the city in a perpetual glow, reflecting off the sleek metal of the flying (1).","car","cars","cart","card","care",B
The Cybernetic City,2,"Kael looked down from his apartment, watching the streams of traffic flowing like rivers of (2).","light","lit","lighting","lights","lighter",A
The Cybernetic City,3,"He adjusted his bionic eye, zooming in on a figure moving suspiciously in the shadows (3).","below","under","beneath","down","low",A
The Cybernetic City,4,"It was a data courier, carrying information that corporations would kill to (4).","possess","possessed","possessing","possesses","possession",A
The Cybernetic City,5,"Kael grabbed his jacket and headed to the roof, launching his drone to track the (5).","target","targeted","targeting","targets","targeter",A
The Cybernetic City,6,"The drone whirred silently through the rain, transmitting a live feed to Kael's neural (6).","link","linked","linking","links","linker",A
The Cybernetic City,7,"The courier entered a warehouse in the industrial district, a place known for illegal (7).","deal","deals","dealing","dealer","dealt",C
The Cybernetic City,8,"Kael arrived moments later, landing his hover-bike on a nearby landing (8).","pad","padded","padding","pads","paddle",A
The Cybernetic City,9,"He crept inside, avoiding the security scanners that swept the room with lasers of (9).","detect","detection","detected","detecting","detective",B
The Cybernetic City,10,"He uploaded a virus to the system, disabling the cameras and plunging the room into (10).","dark","darkness","darken","darkly","darked",B
The Cybernetic City,11,"In the confusion, he intercepted the courier, demanding the stolen (11).","data","date","dated","dating","dates",A
The Cybernetic City,12,"He vanished into the night, just another ghost in the machine of the (12).","city","cities","citizen","civic","civil",A
The Steam Train Journey,1,"The platform was crowded with passengers, all jostling to board the steam train that hissed with impatient (1).","energy","energetic","energetically","energies","energise",A
The Steam Train Journey,2,"The conductor blew his whistle, a shrill sound that cut through the noise of the bustling (2).","station","stationed","stationing","stations","stationary",A
The Steam Train Journey,3,"Doors slammed shut, and with a lurch, the great iron wheels began to turn on the (3).","track","tracks","tracked","tracking","tracker",B
The Steam Train Journey,4,"Smoke billowed past the window, obscuring the view of the city as they gathered (4).","speed","sped","speeding","speeds","speeder",A
The Steam Train Journey,5,"Inside the carriage, a gentleman unfolded his newspaper, while a lady sipped tea from a china (5).","cup","cupped","cupping","cups","cupper",A
The Steam Train Journey,6,"The countryside rolled by, a patchwork of green fields and stone walls under a grey (6).","sky","skies","skied","skiing","skyscraper",A
The Steam Train Journey,7,"The rhythmic clacking of the wheels had a lulling effect, making eyelids begin to (7).","droop","drooped","drooping","droops","droopy",A
The Steam Train Journey,8,"Suddenly, the train entered a tunnel, plunging them into darkness and filling the carriage with (8).","smoke","smoked","smoking","smokes","smoker",A
The Steam Train Journey,9,"Passengers coughed and covered their faces with handkerchiefs until they emerged back into the (9).","light","lit","lighting","lights","lighter",A
The Steam Train Journey,10,"They arrived at the seaside town, the salty air invigorating them after the stuffy (10).","journey","journeyed","journeying","journeys","journeyman",A
The Steam Train Journey,11,"Children cheered as they saw the ocean, running down the platform towards the sandy (11).","beach","beaches","beached","beaching","bleach",A
The Steam Train Journey,12,"It was the start of a holiday, a time for ice cream, sandcastles, and (12).","fun","funny","funnier","funnest","funnily",A
The Alchemist's Lab,1,"The room was filled with strange glassware, bubbling with liquids that changed colour every few (1).","second","seconds","seconded","secondly","secondary",B
The Alchemist's Lab,2,"The alchemist, an old man with a long white beard, studied an ancient scroll with intense (2).","concentrate","concentration","concentrated","concentrating","concentrates",B
The Alchemist's Lab,3,"He was searching for the Elixir of Life, a potion rumoured to grant eternal (3).","youth","young","younger","youngest","youngster",A
The Alchemist's Lab,4,"He added a pinch of gold dust to the mixture, causing it to sparkle and (4).","fizz","fizzed","fizzing","fizzes","fizzy",A
The Alchemist's Lab,5,"""Careful,"" he muttered to his apprentice, ""one wrong ingredient and the whole room could (5).""","explode","exploded","exploding","explodes","explosion",A
The Alchemist's Lab,6,"The apprentice watched with wide eyes, fascinated by the transformation taking place in the (6).","flask","flasks","flasked","flasking","flash",A
The Alchemist's Lab,7,"The liquid turned a deep purple, then a brilliant blue, emitting a sweet, floral (7).","scent","scented","scenting","scents","sent",A
The Alchemist's Lab,8,"""It is ready,"" the alchemist whispered, pouring a small amount into a crystal (8).","vial","vials","vile","viol","veil",A
The Alchemist's Lab,9,"He hesitated, knowing that magic always came with a price that must be (9).","pay","paid","paying","pays","payer",B
The Alchemist's Lab,10,"Instead of drinking it, he poured it onto a wilted flower, which instantly stood tall and (10).","bloom","bloomed","blooming","blooms","bloomer",B
The Alchemist's Lab,11,"He smiled, satisfied that he had unlocked the secrets of nature, even if he dare not use (11).","them","they","their","theirs","themselves",A
The Alchemist's Lab,12,"Some mysteries, he decided, were better left as just (12).","theory","theories","theoretical","theorise","theorem",B
The Wild West,1,"The dusty town street was empty, save for a tumbleweed rolling past the saloon (1).","door","doors","doored","dooring","indoor",B
The Wild West,2,"Sheriff Miller stood in the center, his hand hovering near the revolver on his (2).","hip","hips","hipped","hipping","hipster",A
The Wild West,3,"He was waiting for Black Jack, an outlaw who had terrorized the county for (3).","year","years","yearly","yearning","yearned",B
The Wild West,4,"Faces peered nervously from behind curtains, waiting for the inevitable exchange of (4).","fire","fired","firing","fires","fiery",A
The Wild West,5,"At noon, a lone rider appeared on the horizon, a silhouette against the blinding (5).","sun","sunny","sunned","sunning","sunlight",A
The Wild West,6,"Jack dismounted slowly, his spurs jingling with every step he took towards the (6).","lawman","law","lawyer","lawful","lawless",A
The Wild West,7,"""Turn back,"" shouted Miller, ""there's nothing for you here but a jail (7).""","cell","cells","celled","celling","cellular",A
The Wild West,8,"Jack laughed, a harsh sound, and reached for his gun with lightning (8).","speed","sped","speeding","speeds","speeder",A
The Wild West,9,"Two shots rang out almost simultaneously, echoing off the wooden (9).","building","buildings","built","builder","build",B
The Wild West,10,"Smoke cleared to reveal one man standing, while the other clutched his shoulder in (10).","pain","pained","paining","pains","painful",A
The Wild West,11,"Miller walked over to the fallen outlaw, kicking the gun away to ensure his (11).","safe","safety","safely","safest","safer",B
The Wild West,12,"The town breathed a sigh of relief; justice had finally been (12).","serve","served","serving","serves","server",B
The Deep Sea Sub,1,"The submersible descended into the trench, the pressure hull creaking under the immense (1).","weight","weigh","weighed","weighing","weights",A
The Deep Sea Sub,2,"Outside, the water was pitch black, illuminated only by the sub's powerful flood (2).","light","lit","lighting","lights","lighter",D
The Deep Sea Sub,3,"Strange, translucent creatures floated past the window, bioluminescent lights glowing in the (3).","dark","darkness","darken","darkly","darked",B
The Deep Sea Sub,4,"The pilot checked the oxygen levels, knowing they had only a few hours of (4).","air","airy","aired","airing","heir",A
The Deep Sea Sub,5,"They reached the ocean floor, a desolate landscape of mud and volcanic (5).","rock","rocks","rocked","rocking","rocker",B
The Deep Sea Sub,6,"Thermal vents spewed superheated water, creating towers of minerals that looked like alien (6).","city","cities","citizen","civic","civil",B
The Deep Sea Sub,7,"The scientist on board gasped, pointing to a new species of crab scuttling near the (7).","heat","heated","heating","heats","heater",A
The Deep Sea Sub,8,"She used the robotic arm to collect a sample, moving the joystick with delicate (8).","precise","precision","precisely","preciseness","precising",B
The Deep Sea Sub,9,"This discovery could redefine their understanding of life in extreme (9).","environment","environments","environmental","environmentally","environ",B
The Deep Sea Sub,10,"Suddenly, a warning light flashed; a leak had been detected in the ballast (10).","tank","tanks","tanked","tanking","tanker",A
The Deep Sea Sub,11,"""Abort dive,"" ordered the captain, dropping the weights to begin their rapid (11).","ascend","ascent","ascending","ascends","ascension",B
The Deep Sea Sub,12,"They surfaced an hour later, shaken but triumphant, clutching their precious (12).","sample","samples","sampled","sampling","sampler",B
The Grand Canyon,1,"Standing at the edge, the vastness of the canyon stretched out before them, a geological (1).","wonder","wondered","wondering","wonderland","wonderful",A
The Grand Canyon,2,"Layers of red rock revealed millions of years of history, carved by the river (2).","below","under","beneath","down","low",A
The Grand Canyon,3,"The Colorado River looked like a tiny silver ribbon winding through the canyon (3).","floor","floors","floored","flooring","flaw",A
The Grand Canyon,4,"A hawk circled on a thermal, its cry echoing off the sheer stone (4).","wall","walls","walled","walling","wallet",B
The Grand Canyon,5,"Tourists snapped photos, trying to capture a scale that was impossible to (5).","frame","framed","framing","frames","framework",A
The Grand Canyon,6,"They hiked down the trail, the path steep and dusty under their hiking (6).","boot","boots","booted","booting","bootee",B
The Grand Canyon,7,"The heat intensified as they descended, the rocks radiating the sun's (7).","warm","warmth","warmed","warming","warmer",B
The Grand Canyon,8,"They stopped for water often, knowing dehydration was a serious risk in this arid (8).","climate","climatic","climates","climatise","climax",A
The Grand Canyon,9,"At the bottom, the river roared with power, cold and fast-moving against the (9).","bank","banks","banked","banking","bunk",B
The Grand Canyon,10,"They dipped their feet in, the shock of the cold water a relief for their tired (10).","muscle","muscles","muscled","muscling","muscular",B
